Filename,countCatchAndReturnNull,countOverCatch,countCatchAndDoNothing,countNestedTryBlock,countGetCause,countKitchenSink,countDestructiveWrapping,countOverCatchAndAbort,countCatchGeneric,countInterruptedException,countIncompleteImplementation,countDummyHandler
SybaseASE15Dialect.java,0,0,0,1,0,0,2,0,2,0,0,0
SybaseDialect.java,0,0,0,1,0,0,2,0,2,0,0,0
Teradata14Dialect.java,0,0,0,1,0,0,2,0,2,0,0,0
TeradataDialect.java,0,0,0,1,0,0,2,0,2,0,0,0
TimesTenDialect.java,0,0,0,1,0,0,2,0,2,0,0,0
TypeNames.java,0,0,0,1,0,0,2,0,2,0,0,0
DB2UniqueDelegate.java,0,0,0,1,0,0,2,0,2,0,0,0
DefaultUniqueDelegate.java,0,0,0,1,0,0,2,0,2,0,0,0
InformixUniqueDelegate.java,0,0,0,1,0,0,2,0,2,0,0,0
package-info.java,0,0,0,1,0,0,2,0,2,0,0,0
UniqueDelegate.java,0,0,0,1,0,0,2,0,2,0,0,0
DuplicateMappingException.java,0,0,0,1,0,0,2,0,2,0,0,0
EmptyInterceptor.java,0,0,0,1,0,0,2,0,2,0,0,0
ConfigurationServiceImpl.java,0,0,0,0,0,0,0,0,1,0,0,0
ConfigurationServiceInitiator.java,0,0,0,0,0,0,0,0,1,0,0,0
package-info.java,0,0,0,0,0,0,0,0,1,0,0,0
package-info.java,0,0,0,0,0,0,0,0,1,0,0,0
ConfigurationService.java,0,0,0,0,0,0,0,0,1,0,0,0
package-info.java,0,0,0,0,0,0,0,0,1,0,0,0
StandardConverters.java,0,0,0,0,0,0,0,0,1,0,0,0
FetchStrategy.java,0,0,0,0,0,0,0,0,1,0,0,0
FetchStyle.java,0,0,0,0,0,0,0,0,1,0,0,0
FetchTiming.java,0,0,0,0,0,0,0,0,1,0,0,0
HibernateIterator.java,0,0,0,0,0,0,0,0,1,0,0,0
AbstractEntityEntry.java,0,0,0,0,0,0,0,0,1,0,0,0
CacheHelper.java,0,0,0,0,0,0,0,0,1,0,0,0
Cascade.java,0,0,0,0,0,0,0,0,1,0,0,0
CascadePoint.java,0,0,0,0,0,0,0,0,1,0,0,0
Collections.java,0,0,0,0,0,0,0,0,1,0,0,0
EntityEntryContext.java,0,0,0,0,0,0,0,0,0,0,0,0
EntityEntryExtraStateHolder.java,0,0,0,0,0,0,0,0,0,0,0,0
ForeignKeys.java,0,0,0,0,0,0,0,0,0,0,0,0
ImmutableEntityEntry.java,0,0,0,0,0,0,0,0,0,0,0,0
ImmutableEntityEntryFactory.java,0,0,0,0,0,0,0,0,0,0,0,0
JoinHelper.java,0,0,0,0,0,0,0,0,0,0,0,0
JoinSequence.java,0,0,0,0,0,0,0,0,0,0,0,0
MutableEntityEntry.java,0,0,0,0,0,0,0,0,0,0,0,0
MutableEntityEntryFactory.java,0,0,0,0,0,0,0,0,0,0,0,0
NaturalIdXrefDelegate.java,0,0,0,0,0,0,0,0,0,0,0,0
NonNullableTransientDependencies.java,0,0,0,0,0,0,0,0,0,0,0,0
Nullability.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
ParameterBinder.java,0,0,0,0,0,0,0,0,0,0,0,0
SessionEventListenerManagerImpl.java,0,0,0,0,0,0,0,0,0,0,0,0
StatefulPersistenceContext.java,0,0,0,0,0,0,1,0,0,0,0,0
StatisticalLoggingSessionEventListener.java,0,0,0,0,0,0,1,0,0,0,0,0
TwoPhaseLoad.java,0,0,0,0,0,0,1,0,0,0,0,0
UnsavedValueFactory.java,0,0,0,0,0,0,3,0,2,0,0,0
Versioning.java,0,0,0,0,0,0,3,0,2,0,0,0
AbstractLobCreator.java,0,0,0,0,0,0,3,0,2,0,0,0
AbstractBatchImpl.java,0,0,0,0,0,0,0,0,0,0,0,0
BasicBatchKey.java,0,0,0,0,0,0,0,0,0,0,0,0
BatchBuilderImpl.java,0,0,0,0,0,0,0,0,0,0,0,0
BatchBuilderInitiator.java,0,0,0,0,0,0,1,0,1,0,0,0
BatchBuilderMXBean.java,0,0,0,0,0,0,1,0,1,0,0,0
BatchingBatch.java,0,0,0,1,0,0,0,0,0,0,0,0
NonBatchingBatch.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
Batch.java,0,0,0,0,0,0,0,0,0,0,0,0
BatchBuilder.java,0,0,0,0,0,0,0,0,0,0,0,0
BatchKey.java,0,0,0,0,0,0,0,0,0,0,0,0
BatchObserver.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
BinaryStream.java,0,0,0,0,0,0,0,0,0,0,0,0
BlobImplementer.java,0,0,0,0,0,0,0,0,0,0,0,0
BlobProxy.java,0,0,1,0,0,0,1,0,0,0,0,0
CharacterStream.java,0,0,1,0,0,0,1,0,0,0,0,0
ClobImplementer.java,0,0,1,0,0,0,1,0,0,0,0,0
ClobProxy.java,0,0,0,0,0,0,1,0,0,0,0,0
ColumnNameCache.java,0,0,0,0,0,0,1,0,0,0,0,0
BasicConnectionCreator.java,0,0,0,0,0,0,0,0,0,0,0,0
ConnectionCreator.java,0,0,0,0,0,0,0,0,0,0,0,0
ConnectionCreatorBuilder.java,0,0,0,0,0,0,0,0,0,0,0,0
ConnectionProviderInitiator.java,0,0,1,0,0,0,2,0,5,0,0,0
DatasourceConnectionProviderImpl.java,0,0,1,0,0,0,2,0,5,0,0,0
DriverConnectionCreator.java,0,0,0,0,0,0,0,0,0,0,0,0
DriverManagerConnectionCreator.java,0,0,0,0,0,0,0,0,0,0,0,0
DriverManagerConnectionProviderImpl.java,0,0,0,0,0,0,2,0,2,0,0,0
MultiTenantConnectionProviderInitiator.java,0,0,0,0,0,0,0,0,1,0,0,0
package-info.java,0,0,0,0,0,0,0,0,1,0,0,0
PooledConnections.java,0,0,0,0,0,0,0,0,0,0,0,0
UserSuppliedConnectionProviderImpl.java,0,0,0,0,0,0,0,0,0,0,0,0
AbstractDataSourceBasedMultiTenantConnectionProviderImpl.java,0,0,0,0,0,0,0,0,0,0,0,0
AbstractMultiTenantConnectionProvider.java,0,0,0,0,0,0,0,0,0,0,0,0
ConnectionProvider.java,0,0,0,0,0,0,0,0,0,0,0,0
DataSourceBasedMultiTenantConnectionProviderImpl.java,0,0,0,0,0,0,0,0,0,0,0,0
JdbcConnectionAccess.java,0,0,0,0,0,0,0,0,0,0,0,0
MultiTenantConnectionProvider.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
ContextualLobCreator.java,0,0,0,0,0,0,3,0,0,0,0,0
package-info.java,0,0,0,0,0,0,3,0,0,0,0,0
RefCursorSupportInitiator.java,0,0,0,0,0,0,3,0,0,0,0,0
StandardRefCursorSupport.java,0,0,0,0,0,0,8,0,5,0,0,0
package-info.java,0,0,0,0,0,0,8,0,5,0,0,0
RefCursorSupport.java,0,0,0,0,0,0,8,0,5,0,0,0
DialectFactoryImpl.java,0,0,0,0,0,0,1,0,1,0,0,0
DialectFactoryInitiator.java,0,0,0,0,0,0,1,0,1,0,0,0
DialectResolverInitiator.java,0,0,0,0,0,0,1,0,1,0,0,0
DialectResolverSet.java,0,0,0,0,0,0,0,0,1,0,0,0
package-info.java,0,0,0,0,0,0,0,0,1,0,0,0
StandardDialectResolver.java,0,0,0,0,0,0,0,0,1,0,0,0
BasicDialectResolver.java,0,0,0,0,0,0,1,0,0,0,0,0
BasicSQLExceptionConverter.java,0,0,0,0,0,0,1,0,0,0,0,0
DatabaseMetaDataDialectResolutionInfoAdapter.java,0,0,0,0,0,0,0,0,0,0,0,0
DialectFactory.java,0,0,0,0,0,0,0,0,0,0,0,0
DialectResolutionInfo.java,0,0,0,0,0,0,0,0,0,0,0,0
DialectResolutionInfoSource.java,0,0,0,0,0,0,0,0,0,0,0,0
DialectResolver.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultSchemaNameResolver.java,0,0,3,1,0,0,1,0,2,0,0,0
ExtractedDatabaseMetaDataImpl.java,0,0,3,1,0,0,1,0,2,0,0,0
JdbcEnvironmentImpl.java,0,0,0,0,0,0,0,0,1,0,0,0
JdbcEnvironmentInitiator.java,0,0,1,0,0,0,1,0,1,0,0,0
LobCreatorBuilderImpl.java,0,0,2,1,0,0,0,0,0,0,0,0
NormalizingIdentifierHelperImpl.java,0,0,2,1,0,0,0,0,0,0,0,0
QualifiedObjectNameFormatterStandardImpl.java,0,0,2,1,0,0,0,0,0,0,0,0
AnsiSqlKeywords.java,0,0,2,1,0,0,0,0,0,0,0,0
ExtractedDatabaseMetaData.java,0,0,2,1,0,0,0,0,0,0,0,0
IdentifierCaseStrategy.java,0,0,2,1,0,0,0,0,0,0,0,0
IdentifierHelper.java,0,0,2,1,0,0,0,0,0,0,0,0
IdentifierHelperBuilder.java,0,0,2,1,0,0,0,0,0,0,0,0
JdbcEnvironment.java,0,0,2,1,0,0,0,0,0,0,0,0
LobCreatorBuilder.java,0,0,2,1,0,0,0,0,0,0,0,0
NameQualifierSupport.java,0,0,2,1,0,0,0,0,0,0,0,0
QualifiedObjectNameFormatter.java,0,0,2,1,0,0,0,0,0,0,0,0
SchemaNameResolver.java,0,0,2,1,0,0,0,0,0,0,0,0
SQLStateType.java,0,0,2,1,0,0,0,0,0,0,0,0
BasicFormatterImpl.java,0,0,2,1,0,0,0,0,0,0,0,0
BinaryStreamImpl.java,0,0,1,0,0,0,0,0,0,0,0,0
CharacterStreamImpl.java,0,0,1,0,0,0,0,0,0,0,0,0
DDLFormatterImpl.java,0,0,1,0,0,0,0,0,0,0,0,0
FormatStyle.java,0,0,1,0,0,0,0,0,0,0,0,0
Formatter.java,0,0,1,0,0,0,0,0,0,0,0,0
JdbcCoordinatorImpl.java,0,0,0,1,0,0,0,0,2,0,0,0
JdbcServicesImpl.java,0,0,0,1,0,0,0,0,2,0,0,0
JdbcServicesInitiator.java,0,0,0,1,0,0,0,0,2,0,0,0
LobCreatorBuilder.java,0,0,2,1,0,0,0,0,0,0,0,0
package-info.java,0,0,2,1,0,0,0,0,0,0,0,0
ResultSetReturnImpl.java,0,0,1,4,0,0,0,0,0,0,0,0
ResultSetWrapperImpl.java,0,0,1,4,0,0,0,0,0,0,0,0
StatementPreparerImpl.java,0,0,0,1,0,0,0,0,0,0,0,0
LobCreationContext.java,0,0,0,1,0,0,0,0,0,0,0,0
LobCreator.java,0,0,0,1,0,0,0,0,0,0,0,0
NClobImplementer.java,0,0,0,1,0,0,0,0,0,0,0,0
NClobProxy.java,0,0,0,1,0,0,0,0,0,0,0,0
NonContextualLobCreator.java,0,0,0,1,0,0,0,0,0,0,0,0
package-info.java,0,0,0,1,0,0,0,0,0,0,0,0
ReaderInputStream.java,0,0,0,1,0,0,0,0,0,0,0,0
ResultSetWrapperProxy.java,0,0,0,0,0,0,0,0,0,0,0,0
SerializableBlobProxy.java,0,0,0,0,0,0,1,0,0,0,0,0
SerializableClobProxy.java,0,0,0,0,0,0,1,0,0,0,0,0
SerializableNClobProxy.java,0,0,0,0,0,0,1,0,0,0,0,0
Size.java,0,0,0,0,0,0,1,0,0,0,0,0
ConnectionObserver.java,0,0,0,0,0,0,1,0,0,0,0,0
ConnectionObserverAdapter.java,0,0,0,0,0,0,1,0,0,0,0,0
InvalidatableWrapper.java,0,0,0,0,0,0,1,0,0,0,0,0
JdbcCoordinator.java,0,0,0,0,0,0,1,0,0,0,0,0
JdbcServices.java,0,0,0,0,0,0,1,0,0,0,0,0
JdbcWrapper.java,0,0,0,0,0,0,1,0,0,0,0,0
NonDurableConnectionObserver.java,0,0,0,0,0,0,1,0,0,0,0,0
package-info.java,0,0,0,0,0,0,1,0,0,0,0,0
ResultSetReturn.java,0,0,0,0,0,0,1,0,0,0,0,0
ResultSetWrapper.java,0,0,0,0,0,0,1,0,0,0,0,0
SchemaNameResolver.java,0,0,0,0,0,0,1,0,0,0,0,0
SqlExceptionHelper.java,0,0,0,0,0,0,0,0,0,0,0,0
SqlStatementLogger.java,0,0,0,0,0,0,0,0,0,0,0,0
StatementPreparer.java,0,0,0,0,0,0,0,0,0,0,0,0
TypeInfo.java,0,0,0,0,0,0,0,0,0,0,0,0
TypeNullability.java,0,0,0,0,0,0,0,0,0,0,0,0
TypeSearchability.java,0,0,0,0,0,0,0,0,0,0,0,0
StreamUtils.java,0,0,0,0,0,0,0,0,0,0,0,0
WrappedBlob.java,0,0,0,0,0,0,0,0,0,0,0,0
WrappedClob.java,0,0,0,0,0,0,0,0,0,0,0,0
WrappedNClob.java,0,0,0,0,0,0,0,0,0,0,0,0
JndiServiceImpl.java,0,0,1,1,0,0,9,0,3,0,0,0
JndiServiceInitiator.java,0,0,1,1,0,0,9,0,3,0,0,0
package-info.java,0,0,1,1,0,0,9,0,3,0,0,0
JndiException.java,0,0,1,1,0,0,9,0,3,0,0,0
JndiNameException.java,0,0,1,1,0,0,9,0,3,0,0,0
package-info.java,0,0,1,1,0,0,9,0,3,0,0,0
JndiService.java,0,0,1,1,0,0,9,0,3,0,0,0
package-info.java,0,0,1,1,0,0,9,0,3,0,0,0
CollectionLoadContext.java,0,0,1,0,0,0,9,0,3,0,0,0
EntityLoadContext.java,0,0,1,0,0,0,9,0,3,0,0,0
LoadContexts.java,0,0,1,0,0,0,9,0,3,0,0,0
LoadingCollectionEntry.java,0,0,1,0,0,0,9,0,3,0,0,0
package-info.java,0,0,1,0,0,0,9,0,3,0,0,0
OptimisticLockStyle.java,0,0,1,0,0,0,9,0,3,0,0,0
Association.java,0,0,1,0,0,0,9,0,3,0,0,0
Fetch.java,0,0,1,0,0,0,9,0,3,0,0,0
FetchProfile.java,0,0,1,0,0,0,9,0,3,0,0,0
package-info.java,0,0,1,0,0,0,9,0,3,0,0,0
NativeQueryInterpreterStandardImpl.java,0,0,1,0,0,0,9,0,3,0,0,0
EntityGraphQueryHint.java,0,0,0,0,0,0,1,0,1,0,0,0
FilterQueryPlan.java,0,0,0,0,0,0,1,0,1,0,0,0
HQLQueryPlan.java,0,0,0,0,0,0,1,0,1,0,0,0
NamedParameterDescriptor.java,0,0,0,0,0,0,1,0,1,0,0,0
NativeQueryInterpreter.java,0,0,0,0,0,0,1,0,1,0,0,0
NativeQueryInterpreterInitiator.java,0,0,0,0,0,0,1,0,1,0,0,0
NativeSQLQueryPlan.java,0,0,0,0,0,0,0,0,0,0,0,0
OrdinalParameterDescriptor.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
ParameterParser.java,0,0,0,0,0,0,1,0,0,0,0,0
ParamLocationRecognizer.java,0,0,0,0,0,0,1,0,0,0,0,0
QueryPlanCache.java,0,0,0,0,0,0,1,0,0,0,0,0
ReturnMetadata.java,0,0,0,0,0,0,1,0,0,0,0,0
NativeSQLQueryCollectionReturn.java,0,0,0,0,0,0,1,0,0,0,0,0
NativeSQLQueryConstructorReturn.java,0,0,0,0,0,0,1,0,0,0,0,0
NativeSQLQueryJoinReturn.java,0,0,0,0,0,0,1,0,0,0,0,0
NativeSQLQueryNonScalarReturn.java,0,0,0,0,0,0,1,0,0,0,0,0
NativeSQLQueryReturn.java,0,0,0,0,0,0,1,0,0,0,0,0
NativeSQLQueryRootReturn.java,0,0,0,0,0,0,1,0,0,0,0,0
NativeSQLQueryScalarReturn.java,0,0,0,0,0,0,1,0,0,0,0,0
NativeSQLQuerySpecification.java,0,0,0,0,0,0,1,0,0,0,0,0
ResultSetMappingDefinition.java,0,0,0,0,0,0,1,0,0,0,0,0
AbstractDelegatingSessionBuilder.java,0,0,0,0,0,0,1,0,0,0,0,0
AbstractDelegatingSessionBuilderImplementor.java,0,0,0,0,0,0,1,0,0,0,0,0
AbstractDelegatingSharedSessionBuilder.java,0,0,0,0,0,0,1,0,0,0,0,0
ActionQueue.java,0,0,0,0,0,0,2,0,2,0,0,0
AssociationKey.java,0,0,0,0,0,0,2,0,2,0,0,0
BatchFetchQueue.java,0,0,0,0,0,0,2,0,2,0,0,0
CachedNaturalIdValueSource.java,0,0,0,0,0,0,2,0,2,0,0,0
CacheImplementor.java,0,0,0,0,0,0,2,0,2,0,0,0
CacheInitiator.java,0,0,0,0,0,0,2,0,2,0,0,0
CascadeStyle.java,0,0,0,0,0,0,2,0,2,0,0,0
CascadeStyles.java,0,0,0,0,0,0,2,0,2,0,0,0
CascadingAction.java,0,0,0,0,0,0,2,0,2,0,0,0
CascadingActions.java,0,0,0,0,0,0,2,0,2,0,0,0
CollectionEntry.java,0,0,0,0,0,0,2,0,2,0,0,0
CollectionKey.java,0,0,0,0,0,0,2,0,2,0,0,0
CompositeOwner.java,0,0,0,0,0,0,2,0,2,0,0,0
CompositeTracker.java,0,0,0,0,0,0,2,0,2,0,0,0
EntityEntry.java,0,0,0,0,0,0,2,0,2,0,0,0
EntityEntryExtraState.java,0,0,0,0,0,0,2,0,2,0,0,0
EntityEntryFactory.java,0,0,0,0,0,0,2,0,2,0,0,0
EntityKey.java,0,0,0,0,0,0,2,0,2,0,0,0
EntityUniqueKey.java,0,0,0,0,0,0,2,0,2,0,0,0
ExceptionConverter.java,0,0,0,0,0,0,2,0,2,0,0,0
ExecutableList.java,0,0,0,0,0,0,2,0,2,0,0,0
ExecuteUpdateResultCheckStyle.java,0,0,0,0,0,0,2,0,2,0,0,0
FilterDefinition.java,0,0,0,0,0,0,2,0,2,0,0,0
IdentifierValue.java,0,0,0,0,0,0,2,0,2,0,0,0
LoadQueryInfluencers.java,0,0,0,0,0,0,2,0,2,0,0,0
Managed.java,0,0,0,0,0,0,2,0,2,0,0,0
ManagedComposite.java,0,0,0,0,0,0,2,0,2,0,0,0
ManagedEntity.java,0,0,0,0,0,0,2,0,2,0,0,0
Mapping.java,0,0,0,0,0,0,2,0,2,0,0,0
NamedQueryDefinition.java,0,0,0,0,0,0,2,0,2,0,0,0
NamedQueryDefinitionBuilder.java,0,0,0,0,0,0,2,0,2,0,0,0
NamedSQLQueryDefinition.java,0,0,0,0,0,0,2,0,2,0,0,0
NamedSQLQueryDefinitionBuilder.java,0,0,0,0,0,0,2,0,2,0,0,0
PersistenceContext.java,0,0,0,0,0,0,2,0,2,0,0,0
PersistentAttributeInterceptable.java,0,0,0,0,0,0,2,0,2,0,0,0
PersistentAttributeInterceptor.java,0,0,0,0,0,0,2,0,2,0,0,0
QueryParameters.java,0,0,0,0,0,0,2,0,2,0,0,0
RowSelection.java,0,0,0,0,0,0,2,0,2,0,0,0
SelfDirtinessTracker.java,0,0,0,0,0,0,2,0,2,0,0,0
SessionBuilderImplementor.java,0,0,0,0,0,0,2,0,2,0,0,0
SessionDelegatorBaseImpl.java,0,0,0,0,0,0,2,0,2,0,0,0
SessionEventListenerManager.java,0,0,0,0,0,0,2,0,2,0,0,0
SessionFactoryDelegatingImpl.java,0,0,0,0,0,0,2,0,2,0,0,0
SessionFactoryImplementor.java,0,0,0,0,0,0,2,0,2,0,0,0
SessionImplementor.java,0,0,0,0,0,0,2,0,2,0,0,0
SessionOwner.java,0,0,0,0,0,0,2,0,2,0,0,0
SharedSessionContractImplementor.java,0,0,0,0,0,0,2,0,2,0,0,0
Status.java,0,0,0,0,0,0,2,0,2,0,0,0
SubselectFetch.java,0,0,0,0,0,0,2,0,2,0,0,0
TypedValue.java,0,0,0,0,0,0,2,0,2,0,0,0
UnsavedValueStrategy.java,0,0,0,0,0,0,2,0,2,0,0,0
ValueInclusion.java,0,0,0,0,0,0,2,0,2,0,0,0
VersionValue.java,0,0,0,0,0,0,2,0,2,0,0,0
JtaStatusHelper.java,0,0,0,0,0,0,2,0,0,0,0,0
NullSynchronizationException.java,0,0,0,0,0,0,2,0,0,0,0,0
SynchronizationRegistryImpl.java,0,0,0,0,0,0,0,0,0,0,0,0
TransactionImpl.java,0,0,0,0,0,0,0,0,0,0,0,0
AbstractJtaPlatform.java,0,0,0,0,0,0,0,0,0,0,0,0
BitronixJtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
BorlandEnterpriseServerJtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
JBossAppServerJtaPlatform.java,0,0,0,2,0,0,2,0,0,0,0,0
JBossStandAloneJtaPlatform.java,0,0,0,0,0,0,2,0,2,0,0,0
JOnASJtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
JOTMJtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
JRun4JtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
JtaPlatformInitiator.java,0,0,0,0,0,0,1,0,1,0,0,0
JtaPlatformResolverInitiator.java,0,0,0,0,0,0,1,0,1,0,0,0
JtaSynchronizationStrategy.java,0,0,0,0,0,0,1,0,1,0,0,0
NoJtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
OC4JJtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
OrionJtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
ResinJtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
StandardJtaPlatformResolver.java,0,0,5,0,0,0,0,0,0,0,0,0
SunOneJtaPlatform.java,0,0,5,0,0,0,0,0,0,0,0,0
SynchronizationRegistryAccess.java,0,0,5,0,0,0,0,0,0,0,0,0
SynchronizationRegistryBasedSynchronizationStrategy.java,0,0,5,0,0,0,0,0,0,0,0,0
TransactionManagerAccess.java,0,0,5,0,0,0,0,0,0,0,0,0
TransactionManagerBasedSynchronizationStrategy.java,0,0,0,0,0,0,1,0,1,0,0,0
WeblogicJtaPlatform.java,0,0,0,0,0,0,1,0,1,0,0,0
WebSphereExtendedJtaPlatform.java,0,0,0,0,0,0,0,0,2,0,0,0
WebSphereJtaPlatform.java,0,0,1,0,0,0,1,0,2,0,0,0
JtaPlatform.java,0,0,1,0,0,0,1,0,2,0,0,0
JtaPlatformException.java,0,0,1,0,0,0,1,0,2,0,0,0
JtaPlatformProvider.java,0,0,1,0,0,0,1,0,2,0,0,0
JtaPlatformResolver.java,0,0,1,0,0,0,1,0,2,0,0,0
IsolationDelegate.java,0,0,1,0,0,0,1,0,2,0,0,0
JoinStatus.java,0,0,1,0,0,0,1,0,2,0,0,0
SynchronizationRegistry.java,0,0,1,0,0,0,1,0,2,0,0,0
TransactionImplementor.java,0,0,1,0,0,0,1,0,2,0,0,0
TransactionObserver.java,0,0,1,0,0,0,1,0,2,0,0,0
EntityMode.java,0,0,1,0,0,0,1,0,2,0,0,0
EntityNameResolver.java,0,0,1,0,0,0,1,0,2,0,0,0
AbstractFlushingEventListener.java,0,0,1,0,0,0,1,0,2,0,0,0
AbstractLockUpgradeEventListener.java,0,0,1,0,0,0,1,0,2,0,0,0
AbstractReassociateEventListener.java,0,0,1,0,0,0,1,0,2,0,0,0
AbstractSaveEventListener.java,0,0,1,0,0,0,1,0,2,0,0,0
AbstractVisitor.java,0,0,1,0,0,0,1,0,2,0,0,0
DefaultAutoFlushEventListener.java,0,0,1,0,0,0,1,0,2,0,0,0
DefaultDeleteEventListener.java,0,0,1,0,0,0,1,0,2,0,0,0
DefaultDirtyCheckEventListener.java,0,0,1,0,0,0,1,0,2,0,0,0
DefaultEvictEventListener.java,0,0,1,0,0,0,0,0,1,0,0,0
DefaultFlushEntityEventListener.java,0,0,1,0,0,0,0,0,1,0,0,0
DefaultFlushEventListener.java,0,0,1,0,0,0,0,0,1,0,0,0
DefaultInitializeCollectionEventListener.java,0,0,1,0,0,0,0,0,1,0,0,0
DefaultLoadEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultLockEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultMergeEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultPersistEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultPersistOnFlushEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultPostLoadEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultPreLoadEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultRefreshEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultReplicateEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultResolveNaturalIdEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultSaveEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultSaveOrUpdateEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DefaultUpdateEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0
DirtyCollectionSearchVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0
EntityCopyAllowedLoggedObserver.java,0,0,0,0,0,0,0,0,0,0,0,0
EntityCopyAllowedObserver.java,0,0,0,0,0,0,0,0,0,0,0,0
EntityCopyNotAllowedObserver.java,0,0,0,0,0,0,0,0,0,0,0,0
EvictVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0
FlushVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0
MergeContext.java,0,0,0,0,0,0,0,0,0,0,0,0
OnLockVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0
OnReplicateVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0
OnUpdateVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0
ProxyVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0
ReattachVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0
WrapVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0
EventListenerGroupImpl.java,0,0,0,0,0,0,0,0,0,0,0,0
EventListenerRegistryImpl.java,0,0,0,0,0,0,1,0,1,0,0,0
EventListenerServiceInitiator.java,0,0,0,0,0,0,1,0,1,0,0,0
PostCommitEventListenerGroupImpl.java,0,0,0,0,0,0,1,0,1,0,0,0
DuplicationStrategy.java,0,0,0,0,0,0,1,0,1,0,0,0
EventListenerGroup.java,0,0,0,0,0,0,1,0,1,0,0,0
EventListenerRegistrationException.java,0,0,0,0,0,0,1,0,1,0,0,0
EventListenerRegistry.java,0,0,0,0,0,0,1,0,1,0,0,0
AbstractCollectionEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
AbstractEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
AbstractPreDatabaseOperationEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
AutoFlushEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
AutoFlushEventListener.java,0,0,0,0,0,0,1,0,1,0,0,0
ClearEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
ClearEventListener.java,0,0,0,0,0,0,1,0,1,0,0,0
DeleteEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
DeleteEventListener.java,0,0,0,0,0,0,1,0,1,0,0,0
DirtyCheckEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
DirtyCheckEventListener.java,0,0,0,0,0,0,1,0,1,0,0,0
EntityCopyObserver.java,0,0,0,0,0,0,1,0,1,0,0,0
EventSource.java,0,0,0,0,0,0,1,0,1,0,0,0
EventType.java,0,0,0,0,0,0,1,0,1,0,0,0
EvictEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
EvictEventListener.java,0,0,0,0,0,0,1,0,1,0,0,0
FlushEntityEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
FlushEntityEventListener.java,0,0,0,0,0,0,1,0,1,0,0,0
FlushEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
FlushEventListener.java,0,0,0,0,0,0,1,0,1,0,0,0
InitializeCollectionEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
InitializeCollectionEventListener.java,0,0,0,0,0,0,1,0,1,0,0,0
LoadEvent.java,0,0,0,0,0,0,1,0,1,0,0,0
